repeat,seed,fold,method,selected,mode,alpha,mcc,latent_dim,selected_epochs,inner_mcc,inner_auc,classification_weight,history_last_epoch
4,53,1,AE160-SRC,,,0.01,,160.0,68.0,0.5528230328172892,0.8885041551246537,0.0,82.0
4,53,1,AE160-SRC,,,0.02,,160.0,68.0,0.6054728454665549,0.8836565096952909,0.0,82.0
4,53,2,PCA160-SRC (proposed),False,pca160,0.001,0.49736145915484004,,,,,,
4,53,2,PCA160-SRC (proposed),False,pca160,0.005,0.5026736478665699,,,,,,
4,53,2,PCA160-SRC (proposed),False,pca160,0.01,0.5079436178602622,,,,,,
4,53,2,PCA160-SRC (proposed),True,pca160,0.02,0.5185257765656843,,,,,,
4,53,2,DeepLSE160-SRC,,,0.001,,160.0,5.0,0.7107724707650861,0.9168975069252078,1.0,19.0
4,53,2,DeepLSE160-SRC,,,0.005,,160.0,5.0,0.7368421052631579,0.9217451523545707,1.0,19.0
4,53,2,DeepLSE160-SRC,,,0.01,,160.0,5.0,0.7634222834143517,0.9196675900277008,1.0,19.0
4,53,2,DeepLSE160-SRC,,,0.02,,160.0,5.0,0.7634222834143517,0.9175900277008311,1.0,19.0
4,53,2,AE160-SRC,,,0.001,,160.0,94.0,0.6351073488299558,0.9307479224376731,0.0,100.0
4,53,2,AE160-SRC,,,0.005,,160.0,94.0,0.7378647873726218,0.9349030470914127,0.0,100.0
4,53,2,AE160-SRC,,,0.01,,160.0,94.0,0.7127509644204139,0.9293628808864266,0.0,100.0
4,53,2,AE160-SRC,,,0.02,,160.0,94.0,0.7127509644204139,0.9175900277008311,0.0,100.0
4,53,3,PCA160-SRC (proposed),False,pca160,0.001,0.476517417853565,,,,,,
4,53,3,PCA160-SRC (proposed),False,pca160,0.005,0.47113693912984406,,,,,,
4,53,3,PCA160-SRC (proposed),True,pca160,0.01,0.4925048912985501,,,,,,
4,53,3,PCA160-SRC (proposed),False,pca160,0.02,0.48215684718611374,,,,,,
4,53,3,DeepLSE160-SRC,,,0.001,,160.0,2.0,0.5528230328172892,0.840720221606648,1.0,16.0
4,53,3,DeepLSE160-SRC,,,0.005,,160.0,2.0,0.6054728454665549,0.8656509695290858,1.0,16.0
4,53,3,DeepLSE160-SRC,,,0.01,,160.0,2.0,0.6054728454665549,0.8601108033240997,1.0,16.0
4,53,3,DeepLSE160-SRC,,,0.02,,160.0,2.0,0.6842105263157895,0.850415512465374,1.0,16.0
4,53,3,AE160-SRC,,,0.001,,160.0,50.0,0.4743416490252569,0.824792243767313,0.0,64.0
4,53,3,AE160-SRC,,,0.005,,160.0,50.0,0.42105263157894735,0.8199445983379502,0.0,64.0
4,53,3,AE160-SRC,,,0.01,,160.0,50.0,0.42105263157894735,0.8275623268698061,0.0,64.0
4,53,3,AE160-SRC,,,0.02,,160.0,50.0,0.4216370213557839,0.8289473684210527,0.0,64.0
4,53,4,PCA160-SRC (proposed),False,pca160,0.001,0.5450040603184916,,,,,,
4,53,4,PCA160-SRC (proposed),False,pca160,0.005,0.544973544973545,,,,,,
4,53,4,PCA160-SRC (proposed),False,pca160,0.01,0.5450040603184916,,,,,,
4,53,4,PCA160-SRC (proposed),True,pca160,0.02,0.5503338836674921,,,,,,
4,53,4,DeepLSE160-SRC,,,0.001,,160.0,14.0,0.6581226581158205,0.9272853185595566,1.0,28.0
4,53,4,DeepLSE160-SRC,,,0.005,,160.0,14.0,0.6851601597031488,0.9265927977839336,1.0,28.0
4,53,4,DeepLSE160-SRC,,,0.01,,160.0,14.0,0.6851601597031488,0.9259002770083102,1.0,28.0
4,53,4,DeepLSE160-SRC,,,0.02,,160.0,14.0,0.6581226581158205,0.925207756232687,1.0,28.0
4,53,4,AE160-SRC,,,0.001,,160.0,69.0,0.7107724707650861,0.9168975069252078,0.0,83.0
4,53,4,AE160-SRC,,,0.005,,160.0,69.0,0.7894736842105263,0.935595567867036,0.0,83.0
4,53,4,AE160-SRC,,,0.01,,160.0,69.0,0.7634222834143517,0.9445983379501386,0.0,83.0
4,53,4,AE160-SRC,,,0.02,,160.0,69.0,0.7107724707650861,0.9342105263157894,0.0,83.0
