repeat,seed,fold,method,accuracy,sensitivity,specificity,precision,mcc,f1,auc_roc,tp,tn,fp,fn
3,41,1,PCA64-SRC (initial reference),0.8526315789473684,0.8723404255319149,0.8333333333333334,0.8367346938775511,0.7059867656488218,0.8541666666666666,0.9153368794326241,41,40,8,6
3,41,1,AntiDMPpred-RF (reimplemented),0.7894736842105263,0.8085106382978723,0.7708333333333334,0.7755102040816326,0.5796009439089259,0.7916666666666666,0.8645833333333334,38,37,11,9
3,41,1,RBF-SVM,0.7789473684210526,0.723404255319149,0.8333333333333334,0.8095238095238095,0.5604766339546435,0.7640449438202247,0.8816489361702128,34,40,8,13
3,41,1,Gradient Boosting,0.7473684210526316,0.7021276595744681,0.7916666666666666,0.7674418604651163,0.4959977924567053,0.7333333333333333,0.8187056737588653,33,38,10,14
3,41,1,Logistic Regression,0.7473684210526316,0.7446808510638298,0.75,0.7446808510638298,0.4946808510638298,0.7446808510638298,0.7983156028368795,35,36,12,12
3,41,2,PCA64-SRC (initial reference),0.7340425531914894,0.7872340425531915,0.6808510638297872,0.7115384615384616,0.4707565417620042,0.7474747474747475,0.8275237664101404,37,32,15,10
3,41,2,AntiDMPpred-RF (reimplemented),0.6914893617021277,0.7872340425531915,0.5957446808510638,0.6607142857142857,0.39019948628585405,0.7184466019417476,0.7666364870982345,37,28,19,10
3,41,2,RBF-SVM,0.7340425531914894,0.8297872340425532,0.6382978723404256,0.6964285714285714,0.476910483238266,0.7572815533980582,0.8071525577184246,39,30,17,8
3,41,2,Gradient Boosting,0.7021276595744681,0.7872340425531915,0.6170212765957447,0.6727272727272727,0.41024184123315394,0.7254901960784313,0.7347215934812131,37,29,18,10
3,41,2,Logistic Regression,0.7021276595744681,0.8085106382978723,0.5957446808510638,0.6666666666666666,0.4137283784938751,0.7307692307692307,0.7596197374377547,38,28,19,9
3,41,3,PCA64-SRC (initial reference),0.7872340425531915,0.851063829787234,0.723404255319149,0.7547169811320755,0.5792071321891946,0.8,0.8406518786781348,40,34,13,7
3,41,3,AntiDMPpred-RF (reimplemented),0.6595744680851063,0.7446808510638298,0.574468085106383,0.6363636363636364,0.32387513781564786,0.6862745098039216,0.7132186509732911,35,27,20,12
3,41,3,RBF-SVM,0.7872340425531915,0.8297872340425532,0.7446808510638298,0.7647058823529411,0.5765599193746258,0.7959183673469388,0.8424626527840652,39,35,12,8
3,41,3,Gradient Boosting,0.5957446808510638,0.5957446808510638,0.5957446808510638,0.5957446808510638,0.19148936170212766,0.5957446808510638,0.6641014033499321,28,28,19,19
3,41,3,Logistic Regression,0.6276595744680851,0.7659574468085106,0.48936170212765956,0.6,0.2656844656620286,0.6728971962616822,0.7057492077863287,36,23,24,11
3,41,4,PCA64-SRC (initial reference),0.851063829787234,0.8085106382978723,0.8936170212765957,0.8837209302325582,0.7046843459023204,0.8444444444444444,0.9076505205975555,38,42,5,9
3,41,4,AntiDMPpred-RF (reimplemented),0.7978723404255319,0.7659574468085106,0.8297872340425532,0.8181818181818182,0.5969620057957092,0.7912087912087912,0.8605703938433681,36,39,8,11
3,41,4,RBF-SVM,0.8404255319148937,0.7872340425531915,0.8936170212765957,0.8809523809523809,0.6847367880174606,0.8314606741573034,0.90493435943866,37,42,5,10
3,41,4,Gradient Boosting,0.7127659574468085,0.723404255319149,0.7021276595744681,0.7083333333333334,0.4256282653793743,0.7157894736842105,0.797193300135808,34,33,14,13
3,41,4,Logistic Regression,0.7446808510638298,0.7446808510638298,0.7446808510638298,0.7446808510638298,0.48936170212765956,0.7446808510638298,0.8252602987777276,35,35,12,12
4,53,0,PCA64-SRC (initial reference),0.7789473684210526,0.75,0.8085106382978723,0.8,0.5592548233558727,0.7741935483870968,0.8470744680851063,36,38,9,12
4,53,0,AntiDMPpred-RF (reimplemented),0.7052631578947368,0.7916666666666666,0.6170212765957447,0.6785714285714286,0.41536993292220636,0.7307692307692307,0.7839095744680851,38,29,18,10
4,53,0,RBF-SVM,0.7473684210526316,0.7916666666666666,0.7021276595744681,0.7307692307692307,0.4959977924567053,0.76,0.8226950354609929,38,33,14,10
4,53,0,Gradient Boosting,0.7157894736842105,0.7083333333333334,0.723404255319149,0.723404255319149,0.4317375886524823,0.7157894736842105,0.7845744680851064,34,34,13,14
4,53,0,Logistic Regression,0.6736842105263158,0.7291666666666666,0.6170212765957447,0.660377358490566,0.3485129387886756,0.693069306930693,0.7451241134751774,35,29,18,13
4,53,1,PCA64-SRC (initial reference),0.7052631578947368,0.574468085106383,0.8333333333333334,0.7714285714285715,0.4226770155886446,0.6585365853658537,0.7983156028368794,27,40,8,20
4,53,1,AntiDMPpred-RF (reimplemented),0.7368421052631579,0.723404255319149,0.75,0.7391304347826086,0.4736142372568729,0.7311827956989247,0.8156028368794327,34,36,12,13
4,53,1,RBF-SVM,0.7263157894736842,0.7021276595744681,0.75,0.7333333333333333,0.4527300950976113,0.717391304347826,0.8125000000000001,33,36,12,14
4,53,1,Gradient Boosting,0.7157894736842105,0.6808510638297872,0.75,0.7272727272727273,0.4320015360081921,0.7032967032967034,0.7375886524822695,32,36,12,15
4,53,1,Logistic Regression,0.6631578947368421,0.6595744680851063,0.6666666666666666,0.6595744680851063,0.3262411347517731,0.6595744680851063,0.7513297872340425,31,32,16,16
4,53,2,PCA64-SRC (initial reference),0.7978723404255319,0.851063829787234,0.7446808510638298,0.7692307692307693,0.5991446895152781,0.8080808080808081,0.8922589406971481,40,35,12,7
4,53,2,AntiDMPpred-RF (reimplemented),0.723404255319149,0.7659574468085106,0.6808510638297872,0.7058823529411765,0.4484354928469312,0.7346938775510204,0.8263920325939339,36,32,15,11
