repeat,seed,fold,dimension,selected,mode,alpha,mcc
2,29,3,128,False,pca128,0.005,0.47812854862349063
2,29,3,128,True,pca128,0.01,0.4832161159842805
2,29,3,128,False,pca128,0.02,0.4721967170787891
2,29,4,16,False,pca16,0.001,0.18062634059109647
2,29,4,16,False,pca16,0.005,0.18585235230164635
2,29,4,16,False,pca16,0.01,0.18585235230164635
2,29,4,16,True,pca16,0.02,0.19604179500973853
2,29,4,32,False,pca32,0.001,0.39352795757565323
2,29,4,32,True,pca32,0.005,0.39397388174996295
2,29,4,32,False,pca32,0.01,0.3888869744102581
2,29,4,32,False,pca32,0.02,0.39397388174996295
2,29,4,64,False,pca64,0.001,0.416356924610452
2,29,4,64,False,pca64,0.005,0.4264498956803734
2,29,4,64,True,pca64,0.01,0.44273751033626746
2,29,4,64,False,pca64,0.02,0.43770856176996237
2,29,4,128,False,pca128,0.001,0.45554323708400524
2,29,4,128,False,pca128,0.005,0.4663990672027984
2,29,4,128,True,pca128,0.01,0.4667138118571356
2,29,4,128,False,pca128,0.02,0.44585082870893744
3,41,0,16,False,pca16,0.001,0.34220821268232327
3,41,0,16,False,pca16,0.005,0.34220821268232327
3,41,0,16,True,pca16,0.01,0.347489586851289
3,41,0,16,False,pca16,0.02,0.33167258256062987
3,41,0,32,False,pca32,0.001,0.48047692053713653
3,41,0,32,True,pca32,0.005,0.485691904082068
3,41,0,32,False,pca32,0.01,0.48047692053713653
3,41,0,32,False,pca32,0.02,0.47527301716947495
3,41,0,64,False,pca64,0.001,0.5290218053848427
3,41,0,64,False,pca64,0.005,0.5235247057924401
3,41,0,64,False,pca64,0.01,0.5338394666777905
3,41,0,64,True,pca64,0.02,0.5502966702448444
3,41,0,128,False,pca128,0.001,0.4907258876454141
3,41,0,128,True,pca128,0.005,0.5013369378113057
3,41,0,128,False,pca128,0.01,0.4854071094770976
3,41,0,128,False,pca128,0.02,0.49075455255709116
3,41,1,16,False,pca16,0.001,0.2945780196678584
3,41,1,16,False,pca16,0.005,0.2945780196678584
3,41,1,16,True,pca16,0.01,0.3104486898974104
3,41,1,16,False,pca16,0.02,0.3051028747964605
