dimension,accuracy_mean,accuracy_std,accuracy_min,accuracy_max,sensitivity_mean,sensitivity_std,sensitivity_min,sensitivity_max,specificity_mean,specificity_std,specificity_min,specificity_max,mcc_mean,mcc_std,mcc_min,mcc_max,f1_mean,f1_std,f1_min,f1_max,auc_roc_mean,auc_roc_std,auc_roc_min,auc_roc_max
160,0.714406779661017,0.01552548386488244,0.690677966101695,0.7309322033898306,0.7194915254237289,0.01927849689165645,0.6991525423728814,0.7415254237288136,0.7093220338983051,0.017877138228583882,0.6779661016949152,0.7203389830508474,0.42890684093220577,0.03104820849566558,0.38147923973467385,0.4619680991343928,0.7158173146702868,0.01586736626878557,0.694560669456067,0.7337526205450734,0.7905953748922723,0.01195300482461229,0.7765907785119218,0.8076163458776213
